customer_id,name,age,state,signup_date,email,phone_number,subscribe,customer_tenture_days,gender_Male,transaction_count,total_spent,avg_transaction_value,total_quantity,avg_discount,unique_products,last_transaction_date
CUST0179,Yahya,22,Riau,2024-06-18,warsita32@example.org,8908826171,1,462,True,6,48963000,8160500.0,145,22.33,6,2025-02-25
CUST0180,Raditya,46,Kepulauan Riau,2023-09-30,raditya_30@example.com,813773020,1,724,True,3,21434000,7144666.67,90,26.33,3,2025-07-13
CUST0181,Balapati,41,Sulawesi Tengah,2024-12-28,aoktaviani@example.org,801579901601,0,269,True,13,51479000,3959923.08,176,14.46,13,2025-06-07
CUST0182,Adinata,55,Jambi,2025-07-17,zuwais@example.com,826889627918,1,68,True,6,33801000,5633500.0,142,28.0,6,2025-09-24
CUST0183,Dian,36,Gorontalo,2024-09-13,dian_86@example.com,870256529127,0,375,False,14,34035000,2431071.43,176,25.43,14,2025-06-29
CUST0184,Cemplunk,56,Kepulauan Bangka Belitung,2024-01-15,usyifujiati@example.com,874704487,1,617,True,4,21412000,5353000.0,101,22.25,4,2025-02-09
CUST0185,Silvia,52,Nusa Tenggara Barat,2024-07-21,fpradipta@example.com,834680358,1,429,False,9,77498000,8610888.89,192,26.33,9,2025-08-01
CUST0186,Karsana,46,Jawa Barat,2025-02-26,karsana52@example.com,81598028596,1,209,True,4,38581000,9645250.0,127,35.5,4,2025-08-13
CUST0187,Maimunah,59,Papua,2024-07-28,pwidiastuti@example.com,851838173923,0,422,False,10,19096000,1909600.0,88,28.4,10,2025-09-13
CUST0188,Irfan,55,Maluku,2025-08-28,irfan_43@example.com,84072435632,0,26,True,10,25260000,2526000.0,135,16.7,10,2025-09-24
CUST0189,Prabowo,59,Kepulauan Riau,2024-02-05,rajasayulia@example.org,8876946141,0,596,True,14,53856000,3846857.14,164,22.5,14,2025-09-24
CUST0190,Candrakanta,52,Bengkulu,2025-04-01,martakasiregar@example.net,8518769180,1,175,True,13,97466000,7497384.62,344,24.62,13,2025-09-23
CUST0191,Luluh,27,DI Yogyakarta,2025-07-15,gandasetiawan@example.com,86559461299,1,70,True,7,53065000,7580714.29,204,22.43,7,2025-09-22
CUST0192,Maimunah,19,Riau,2024-01-22,maimunah_70@example.com,82098841066,1,610,False,4,29692000,7423000.0,105,17.5,4,2024-12-31
CUST0193,Kasiyah,45,Sulawesi Barat,2025-04-28,537kasiyah@example.com,8096683515,0,148,False,10,27418000,2741800.0,98,28.2,10,2025-09-23
CUST0194,Victoria,24,Sulawesi Tenggara,2024-11-05,111victoria@example.com,891433074528,1,322,False,13,66134000,5087230.77,271,27.08,13,2025-08-12
CUST0195,Genta,42,Jawa Tengah,2024-03-04,404genta@example.com,8302727589,0,568,False,11,34527000,3138818.18,136,20.91,11,2025-03-11
CUST0196,Kenes,59,Kepulauan Riau,2025-09-11,kenes456@example.com,845887386,0,12,True,14,43868000,3133428.57,159,22.0,14,2025-09-24
CUST0197,Dono,61,Sumatera Barat,2024-05-25,sudiatihadi@example.org,8843428145,1,486,True,6,43899000,7316500.0,150,31.0,6,2025-09-08
CUST0198,Kasiran,36,Lampung,2025-08-01,astutidaliman@example.net,844521615678,1,53,True,11,85143000,7740272.73,257,26.64,11,2025-09-21
CUST0199,Daliono,45,unknown,2024-08-18,widiastutiyulia@example.net,89234334959,1,401,True,6,23841000,3973500.0,99,22.17,6,2025-07-12
CUST0200,Ade,21,Bali,2024-09-04,adinata37@example.net,8011442065,0,384,True,3,4633000,1544333.33,37,11.33,3,2025-01-24
CUST0201,Genta,64,Sumatera Utara,2024-02-07,manah38@example.com,833189960,0,594,False,6,10928000,1821333.33,84,11.0,6,2025-05-03
CUST0202,Kayla,51,Jawa Timur,2024-01-01,785kayla@example.com,896148976,0,631,False,13,28845000,2218846.15,195,20.15,13,2025-07-20
CUST0203,Diah,51,Jawa Timur,2024-07-24,426diah@example.com,878555975188,1,426,False,7,63519000,9074142.86,174,21.14,7,2025-09-17
CUST0204,Estiawan,18,Nusa Tenggara Timur,2025-07-26,estiawan903@example.com,842441390,1,59,True,2,28827000,14413500.0,63,36.5,2,2025-08-06
CUST0205,Gamani,56,Jambi,2024-05-22,kuswoyobudi@example.com,839448321,1,489,True,12,99123000,8260250.0,336,18.17,12,2025-03-20
CUST0206,Ulya,48,Jawa Barat,2024-12-11,ulya858@example.com,82253308575,1,286,False,13,94339000,7256846.15,323,23.08,13,2025-07-07
CUST0207,Vero,63,Kalimantan Timur,2025-09-17,caket74@example.com,8920532840,0,6,True,10,30041000,3004100.0,109,15.7,10,2025-09-24
CUST0208,Restu,32,Sumatera Selatan,2024-11-17,ihsansuartini@example.com,875783321,1,310,False,15,138933000,9262200.0,409,23.93,15,2025-09-07
CUST0209,Hafshah,58,Sumatera Barat,2025-09-23,hafshah522@example.com,8514025745,0,0,False,10,25847000,2584700.0,110,25.3,10,2025-09-24
CUST0210,Gamanto,63,Jawa Tengah,2023-10-12,gamanto891@example.com,80338818657,1,712,True,13,184352000,14180923.08,379,28.77,13,2025-07-20
CUST0211,Nadia,23,Sumatera Barat,2024-08-07,bnajmudin@example.com,805548983599,1,412,False,4,28938000,7234500.0,74,32.5,4,2025-02-18
CUST0212,Pia,25,Jawa Barat,2025-01-10,situmorangliman@example.com,8764053867,0,256,False,11,25085000,2280454.55,104,31.18,11,2025-05-13
CUST0213,Cornelia,38,unknown,2025-01-31,setiawanpadmi@example.org,82199034845,1,235,False,15,99046000,6603066.67,408,23.13,15,2025-03-23
CUST0214,Kasusra,52,Jawa Tengah,2024-04-24,siregarmichelle@example.com,829560949,1,517,True,9,106181000,11797888.89,265,18.0,9,2025-06-17
CUST0215,Tari,39,Kalimantan Timur,2024-04-16,kardihalim@example.com,899279768,1,525,False,11,118967000,10815181.82,300,15.64,11,2025-03-03
CUST0216,Pranawa,34,Maluku Utara,2024-07-18,cengkiruyainah@example.net,83421440455,0,432,True,10,24416000,2441600.0,112,27.1,10,2025-03-22
CUST0217,Vivi,25,Sumatera Utara,2025-03-19,qoriwijayanti@example.com,822939648,1,188,False,1,1482000,1482000.0,26,10.0,1,2025-05-10
CUST0218,Reksa,18,Kalimantan Tengah,2024-10-17,eutami@example.net,8010982253,1,341,True,10,104307000,10430700.0,310,31.1,10,2025-03-23
CUST0219,Ratna,23,Sumatera Selatan,2025-02-14,ratna_61@example.com,8592886328,0,221,False,10,34850000,3485000.0,141,24.4,10,2025-05-25
CUST0220,Eman,38,Maluku Utara,2024-08-13,musamah@example.net,8351954443,1,406,True,15,131115000,8741000.0,369,22.93,15,2025-06-04
CUST0221,Mila,28,Sumatera Selatan,2025-04-03,puspitamakuta@example.com,89536839897,1,173,False,13,109833000,8448692.31,298,22.46,13,2025-09-12
CUST0222,Nrima,37,Sulawesi Tenggara,2025-09-06,nrima_15@example.com,820303505924,0,17,True,5,18740000,3748000.0,85,24.4,5,2025-09-22
CUST0223,Artanto,42,Aceh,2023-11-12,gunartomaida@example.org,8579114663,1,681,True,4,17589000,4397250.0,80,23.0,4,2025-02-12
CUST0224,Cengkal,19,Sulawesi Tengah,2024-10-09,safinafirgantoro@example.com,803372425148,1,349,True,11,91415000,8310454.55,265,19.91,11,2025-09-19
CUST0225,Cahya,37,Jawa Tengah,2024-11-16,cahya_1@example.com,848801281,0,311,True,10,38698000,3869800.0,140,29.4,10,2025-07-26
CUST0226,Kasiran,47,Lampung,2025-01-14,kajenharyanti@example.org,8017283733,1,252,True,2,12315000,6157500.0,33,27.5,2,2025-04-20
CUST0227,Gamblang,46,Kalimantan Timur,2023-12-04,timbuldamanik@example.com,83336257772,1,659,True,9,60161000,6684555.56,201,22.33,9,2025-03-01
CUST0228,Elisa,60,Papua Barat,2024-05-06,963elisa@example.com,8028841172,1,505,False,15,114986000,7665733.33,406,30.87,15,2025-07-27
CUST0229,Vivi,63,Aceh,2024-08-29,vivi_72@example.com,8951128138,0,390,False,10,30128000,3012800.0,119,17.0,10,2025-06-27
CUST0230,Vicky,42,DI Yogyakarta,2025-07-07,vsuryono@example.org,8449897435,1,78,False,12,106374000,8864500.0,329,18.75,12,2025-09-17
CUST0231,Margana,47,Sumatera Utara,2023-10-31,margana_57@example.com,80091857428,1,693,True,10,88214000,8821400.0,258,31.2,10,2025-07-26
CUST0232,Jamil,60,unknown,2024-12-21,harihutapea@example.net,826116797,1,276,True,8,63779000,7972375.0,204,18.75,8,2025-07-21
CUST0233,Jamalia,20,DI Yogyakarta,2025-07-19,damanikdarijan@example.net,8762462237,1,66,False,4,44564000,11141000.0,117,11.75,4,2025-09-20
CUST0234,Zamira,56,Nusa Tenggara Timur,2024-06-18,zamira_12@example.com,845518329,1,462,False,10,88744000,8874400.0,290,29.8,10,2025-03-14
CUST0235,Jefri,43,Aceh,2024-03-18,jatmikorajasa@example.org,8443780824,1,554,True,12,109263000,9105250.0,306,22.42,12,2025-09-03
CUST0236,Leo,42,Sumatera Selatan,2025-08-19,jagaragasaputra@example.net,816809421,1,35,True,8,73164000,9145500.0,215,27.25,8,2025-09-24
CUST0237,Jarwa,40,DKI Jakarta,2024-12-27,jarwa_96@example.com,85570492473,1,270,True,5,45491000,9098200.0,157,36.2,5,2025-07-31
CUST0238,Darijan,54,Sumatera Barat,2024-05-23,uprakasa@example.org,8425816385,1,488,True,14,106421000,7601500.0,332,18.71,14,2025-05-16
CUST0239,Galuh,36,Sumatera Barat,2024-08-19,mulyaniida@example.com,879467312863,1,400,True,3,32895000,10965000.0,85,22.0,3,2025-03-07
CUST0240,Carla,46,Sulawesi Utara,2024-06-21,danang48@example.net,81857955969,1,459,False,4,96314000,24078500.0,122,11.25,4,2025-03-11
CUST0241,Candra,35,Kalimantan Barat,2024-09-07,candra_63@example.com,869455115,0,381,True,15,44616000,2974400.0,184,24.47,15,2025-03-26
CUST0242,Mala,55,Sulawesi Tenggara,2023-12-19,mala73@example.com,833847702,0,644,False,9,30572000,3396888.89,106,29.11,9,2025-03-06
CUST0243,Calista,51,unknown,2025-04-01,calista602@example.com,871806674460,0,175,False,4,1316000,329000.0,22,8.0,4,2025-09-02
CUST0244,Bala,39,Sumatera Selatan,2025-02-15,ldongoran@example.com,83028298440,1,220,True,5,38707000,7741400.0,137,29.2,5,2025-05-08
CUST0245,Cahyanto,22,Sulawesi Utara,2025-05-03,cahyanto_84@example.com,81900280197,1,143,True,15,110319000,7354600.0,400,23.2,15,2025-09-22
CUST0246,Caket,65,Sulawesi Tengah,2025-03-09,caket_32@example.com,8224646257,0,198,True,1,200000,200000.0,1,26.0,1,2025-01-11
CUST0247,Mala,54,Sumatera Selatan,2024-04-24,esiregar@example.org,80063702516,1,517,False,4,25196000,6299000.0,104,19.75,4,2025-03-20
CUST0248,Nadine,20,Kepulauan Bangka Belitung,2024-01-17,nadine_31@example.com,81799475516,0,615,False,10,38109000,3810900.0,140,25.5,10,2025-03-04
CUST0249,Ridwan,52,Lampung,2025-05-16,ellishidayat@example.com,825198650407,1,130,True,1,7359000,7359000.0,33,32.0,1,2025-09-10
CUST0250,Halim,33,Bengkulu,2025-09-13,omarbun@example.com,858732327,0,10,True,14,45249700,3232121.43,179,24.0,14,2025-09-24
CUST0251,Prima,42,Sulawesi Selatan,2024-09-02,putu16@example.net,869004782947,0,386,True,1,768000,768000.0,2,20.0,1,2025-02-26
CUST0252,Anastasia,62,Gorontalo,2025-01-20,dabukkeeluh@example.net,83372152995,0,246,False,7,25726000,3675142.86,97,20.29,7,2025-06-17
CUST0253,Yono,19,Kalimantan Selatan,2024-01-12,jailsinaga@example.org,8673305470,1,620,True,14,102027000,7287642.86,342,24.14,14,2025-03-12
CUST0254,Uchita,42,Kalimantan Utara,2024-10-21,kartika75@example.net,868108247332,1,337,False,6,59412000,9902000.0,157,18.83,6,2025-03-05
CUST0255,Kurnia,51,Maluku,2024-12-18,kurnia477@example.com,8116801400,0,279,True,9,15996000,1777333.33,83,13.22,9,2025-07-07
CUST0256,Baktiono,35,DKI Jakarta,2024-11-17,ksinaga@example.net,830308525498,0,310,True,14,20810000,1486428.57,193,23.5,14,2025-09-22
CUST0257,Hendri,32,Sulawesi Tenggara,2023-10-05,opan96@example.com,873653335,1,719,True,6,48437000,8072833.33,173,25.5,6,2025-07-01
CUST0258,Banara,62,Maluku,2025-04-29,mangunsongcakrabuana@example.com,8273368835,1,147,True,13,119161000,9166230.77,371,23.54,13,2025-09-13
CUST0259,Jindra,27,Jawa Timur,2024-02-08,jindra_70@example.com,803517580038,1,593,True,6,56874000,9479000.0,177,34.67,6,2025-09-24
CUST0260,Prima,48,DKI Jakarta,2024-01-24,prima_12@example.com,800328569612,1,608,True,5,36818000,7363600.0,119,21.2,5,2025-05-25
CUST0261,Zahra,59,Sumatera Utara,2025-04-07,zahra57@example.com,8886360522,1,169,False,5,50062000,10012400.0,129,31.4,5,2025-09-04
CUST0262,Luis,44,unknown,2024-11-21,tasnimhalimah@example.net,818973258242,1,306,True,7,48804000,6972000.0,145,26.71,7,2025-07-24
CUST0263,Kemal,30,Lampung,2024-10-11,kemal_42@example.com,8805015029,1,347,True,4,40014000,10003500.0,106,23.5,4,2025-07-17
CUST0264,Sarah,42,DKI Jakarta,2025-01-12,sarah_50@example.com,859373944,1,254,False,12,114095000,9507916.67,340,27.17,12,2025-07-29
CUST0265,Ghaliyati,62,Aceh,2023-12-29,ghaliyati459@example.com,852749808460,0,634,False,12,39174900,3264575.0,153,24.83,12,2025-07-15
CUST0266,Bahuraksa,23,unknown,2024-05-22,kacungkuswoyo@example.net,84553407556,0,489,True,3,11154000,3718000.0,31,22.33,3,2025-01-26
CUST0267,Silvia,38,Jawa Timur,2023-09-30,silvia_18@example.com,8903422604,1,724,False,13,115503000,8884846.15,371,24.69,13,2025-08-13
CUST0268,Hani,23,Papua Barat,2025-02-27,tprakasa@example.net,81743287757,1,208,False,10,76886000,7688600.0,252,20.8,10,2025-07-09
CUST0269,Sadina,44,Jawa Timur,2024-10-12,margana53@example.net,8268669512,1,346,False,12,84317000,7026416.67,293,28.83,12,2025-07-21
CUST0661,Puji,32,DI Yogyakarta,2025-09-05,puji_62@example.com,82263520270,1,18,False,21,159059000,7574238.1,589,17.33,21,2025-09-24
CUST0270,Leo,25,Maluku Utara,2025-08-03,galih47@example.net,820281741512,1,51,True,10,80290000,8029000.0,288,25.9,10,2025-09-18
CUST0271,Gawati,51,Banten,2024-07-11,gawati_73@example.com,8541771848,1,439,False,1,7521000,7521000.0,23,12.0,1,2025-02-11
CUST0272,Asirwanda,41,Aceh,2025-08-14,gandi95@example.net,8227568258,1,40,True,1,2295000,2295000.0,15,40.0,1,2025-09-08
CUST0273,Eva,61,DI Yogyakarta,2025-06-08,455eva@example.com,8944474510,1,107,False,15,161527000,10768466.67,387,28.73,15,2025-09-24
CUST0274,Ismail,29,Papua Barat,2023-10-15,uwaisbudi@example.org,8949460278,0,709,True,1,4491000,4491000.0,9,27.0,1,2023-11-27
CUST0275,Gilda,37,Jawa Tengah,2025-01-07,nrajasa@example.com,8238397602,1,259,False,7,74871000,10695857.14,217,32.71,7,2025-07-06
CUST0276,Rafi,28,DI Yogyakarta,2024-08-02,rafi_21@example.com,84672970984,1,417,True,1,9272000,9272000.0,19,8.0,1,2024-12-04
CUST0277,Cornelia,25,Sulawesi Utara,2023-10-10,cornelia_87@example.com,819167285,0,714,False,9,33220000,3691111.11,134,19.11,9,2025-04-07
CUST0278,Betania,47,Lampung,2024-06-24,wkusumo@example.net,8143069505,1,456,False,11,73065000,6642272.73,317,21.27,11,2025-03-18
CUST0279,Timbul,46,Kepulauan Bangka Belitung,2024-04-29,timbul354@example.com,803956658952,0,512,True,14,43018000,3072714.29,177,18.07,14,2025-05-12
CUST0280,Diah,22,Nusa Tenggara Barat,2023-11-14,diah_65@example.com,8054289074,1,679,False,10,95714000,9571400.0,234,26.0,10,2025-08-05
CUST0281,Latika,42,Kepulauan Riau,2025-02-26,bakidin99@example.com,8873633240,0,209,False,6,15609000,2601500.0,60,17.67,6,2025-09-07
CUST0282,Usyi,40,Sulawesi Utara,2025-09-10,bpratama@example.com,886432118636,1,13,False,6,56047000,9341166.67,163,24.17,6,2025-09-21
CUST0283,Rahmi,60,Jambi,2025-05-23,yuliantirachel@example.org,86602528020,1,123,False,5,33961000,6792200.0,116,32.0,5,2025-08-26
CUST0284,Hafshah,20,Papua,2025-08-18,tasnim45@example.com,806882584073,0,36,False,6,30882000,5147000.0,90,10.0,6,2025-09-16
CUST0285,Yahya,58,Nusa Tenggara Barat,2024-12-15,jaswadi78@example.org,832317633905,1,282,True,5,55727000,11145400.0,139,21.8,5,2025-03-28
CUST0286,Yuni,56,Riau,2023-09-27,handayanirafi@example.net,872532302,1,727,False,7,79398000,11342571.43,205,24.0,7,2025-07-07
CUST0287,Cemplunk,57,Maluku Utara,2025-05-26,wulandariajeng@example.org,8276655433,0,120,True,15,57471600,3831440.0,223,21.47,15,2025-09-24
CUST0288,Labuh,58,Kalimantan Utara,2024-09-27,julia04@example.net,896147647021,0,361,True,7,35149000,5021285.71,109,15.86,7,2025-03-07
CUST0289,Anita,21,unknown,2024-06-30,ayusalahudin@example.net,839364471,0,450,False,2,669000,334500.0,2,31.0,2,2025-03-01
CUST0290,Darijan,49,Maluku,2024-09-10,darijan_53@example.com,8426706436,0,378,True,11,36513000,3319363.64,132,20.18,11,2025-05-19
CUST0291,Diah,55,Banten,2025-04-03,maryadicinthia@example.net,854348815388,1,173,False,14,115508000,8250571.43,365,25.43,14,2025-09-15
CUST0292,Usyi,58,Aceh,2025-07-16,usyi645@example.com,80359275009,1,69,False,12,79618000,6634833.33,324,21.58,12,2025-09-09
CUST0293,Abyasa,50,Aceh,2025-04-12,wibisonocaraka@example.com,8436160362,1,164,True,15,112504000,7500266.67,396,27.73,15,2025-09-24
CUST0294,Padma,49,Kalimantan Selatan,2025-06-22,ppuspasari@example.org,86895487942,1,93,False,7,46052000,6578857.14,169,23.71,7,2025-09-17
CUST0295,Garan,58,Gorontalo,2025-08-24,cindyfarida@example.net,844385758895,1,30,True,2,17784000,8892000.0,54,23.0,2,2025-09-12
CUST0296,Pangeran,42,Aceh,2024-06-11,aminashiruddin@example.net,83882910039,1,469,True,1,9360000,9360000.0,36,23.0,1,2025-05-25
CUST0297,Cornelia,60,Nusa Tenggara Timur,2023-12-07,cornelia794@example.com,89769605649,1,656,False,9,78682000,8742444.44,267,21.56,9,2025-02-18
CUST0298,Samsul,19,Maluku Utara,2024-11-30,801samsul@example.com,8709768172,0,297,True,7,9260000,1322857.14,84,24.43,7,2025-03-27
CUST0299,Hartana,55,Nusa Tenggara Barat,2025-03-04,utamigara@example.com,862127314,1,203,True,15,122223000,8148200.0,422,21.93,15,2025-07-05
CUST0300,Kala,46,Papua,2023-11-30,zmahendra@example.com,885486479,1,663,True,10,75748000,7574800.0,290,22.9,10,2025-03-26
CUST0301,Dalima,41,Papua,2025-05-13,jaswadi17@example.net,8674199780,1,133,False,6,54647000,9107833.33,152,24.0,6,2025-09-16
CUST0302,Emin,21,Papua,2023-11-14,estiono40@example.net,8792863212,1,679,True,2,15492000,7746000.0,48,12.0,2,2024-12-23
CUST0303,Mulyono,47,Sulawesi Tengah,2024-04-16,usamahjaya@example.org,80420695941,1,525,True,6,60009000,10001500.0,150,35.83,6,2025-02-27
CUST0304,Ellis,22,Bali,2024-06-29,ellis_94@example.com,869204824992,0,451,False,5,10794000,2158800.0,61,28.6,5,2025-01-28
CUST0305,Rahayu,36,Papua,2025-06-18,982rahayu@example.com,83919474704,1,97,False,11,74874000,6806727.27,291,28.91,11,2025-09-23
CUST0306,Carub,57,Sulawesi Utara,2023-12-17,daliminlatupono@example.org,87875516558,1,646,True,7,68898000,9842571.43,179,18.43,7,2025-02-17
CUST0307,Taswir,38,Sulawesi Selatan,2025-05-20,luis81@example.net,80196730898,1,126,True,9,63690000,7076666.67,251,32.0,9,2025-09-16
CUST0308,Argono,36,Bali,2025-04-30,argono_43@example.com,83237744701,1,146,True,4,34309000,8577250.0,117,18.25,4,2025-09-20
CUST0309,Yunita,57,Banten,2025-07-16,511yunita@example.com,8186526753,0,69,False,12,54421000,4535083.33,174,26.0,12,2025-09-12
CUST0310,Ophelia,25,Kalimantan Timur,2024-08-12,ophelia_45@example.com,80192242777,0,407,False,5,5856000,1171200.0,55,21.8,5,2025-03-15
CUST0311,Melinda,18,Papua Barat,2024-07-04,696melinda@example.com,803883987,1,446,False,7,53844000,7692000.0,174,20.57,7,2025-08-02
CUST0312,Ami,39,Lampung,2024-12-29,310ami@example.com,84197924773,0,268,False,10,37205000,3720500.0,152,29.0,10,2025-03-31
CUST0313,Paiman,55,Kepulauan Bangka Belitung,2024-01-03,paiman_5@example.com,884555318,0,629,True,12,33829000,2819083.33,145,24.33,12,2025-08-17
CUST0314,Aisyah,30,Jawa Tengah,2025-04-14,windasafitri@example.com,822987951505,1,162,False,12,101571000,8464250.0,322,27.92,12,2025-09-24
CUST0315,Ihsan,50,Sumatera Utara,2024-10-18,ihsan_30@example.com,888204300,1,340,True,12,110391000,9199250.0,362,23.08,12,2025-09-24
CUST0316,Widya,56,Jawa Barat,2024-02-13,sakurafirmansyah@example.net,824035485,0,588,False,11,39606800,3600618.18,137,26.0,11,2025-07-26
CUST0317,Kartika,55,Sumatera Selatan,2024-05-25,kartika_58@example.com,875733077,0,486,False,10,30176000,3017600.0,148,25.5,10,2025-08-19
CUST0318,Tina,40,unknown,2024-02-05,ykuswandari@example.org,84458373349,0,596,False,15,68588000,4572533.33,218,24.33,15,2025-03-02
CUST0319,Maria,64,Banten,2023-10-26,maria754@example.com,824253918851,1,698,False,7,110535000,15790714.29,205,23.29,7,2025-07-11
CUST0320,Jail,32,Sumatera Utara,2024-02-26,wasis15@example.net,88492890760,0,575,True,14,55237000,3945500.0,228,21.57,14,2025-06-22
CUST0321,Cindy,65,Sumatera Barat,2024-06-05,agustinanardi@example.net,890892127948,1,475,False,3,15168000,5056000.0,89,31.33,3,2025-02-04
CUST0322,Arsipatra,28,Sumatera Utara,2025-02-06,449arsipatra@example.com,822957621,0,229,True,15,63404000,4226933.33,204,24.73,15,2025-08-31
CUST0323,Jayadi,52,Kepulauan Riau,2025-04-06,616jayadi@example.com,82247322877,1,170,True,12,102545000,8545416.67,290,29.25,12,2025-09-24
CUST0324,Tania,42,Papua Barat,2024-11-19,kayunmansur@example.org,826931207,1,308,False,1,5625000,5625000.0,25,23.0,1,2025-03-21
CUST0325,Warta,42,Gorontalo,2025-06-02,dadihardiansyah@example.org,8868214335,1,113,True,8,67709000,8463625.0,202,25.38,8,2025-08-28
CUST0326,Sakura,28,Kepulauan Bangka Belitung,2024-06-19,pujihakim@example.net,871976418237,1,461,False,12,61776000,5148000.0,296,25.75,12,2025-07-03
CUST0327,Unjani,38,Sumatera Utara,2024-01-07,uchita20@example.com,875477401,1,625,False,13,153869000,11836076.92,343,26.31,13,2025-03-21
CUST0328,Laras,56,Maluku Utara,2024-11-13,zpertiwi@example.org,873791139,0,314,False,9,34527000,3836333.33,154,14.0,9,2025-08-06
CUST0329,Lili,42,Bengkulu,2023-11-29,edi88@example.com,829276468,0,664,False,11,41419000,3765363.64,160,19.91,11,2025-05-20
CUST0330,Tomi,50,Jambi,2024-09-11,tomi314@example.com,841803114525,1,377,True,6,54873000,9145500.0,188,11.67,6,2025-05-31
CUST0331,Bagya,18,Lampung,2023-10-22,bagya229@example.com,813015612910,1,702,True,9,78756000,8750666.67,270,18.89,9,2025-02-26
CUST0332,Xanana,44,Jawa Barat,2025-07-04,jaya54@example.net,883137677,1,81,True,9,69339000,7704333.33,240,16.78,9,2025-09-17
CUST0333,Uchita,57,Lampung,2023-11-23,dodo12@example.com,808549593,1,670,False,4,41443000,10360750.0,120,23.75,4,2025-03-12
CUST0334,Koko,38,DKI Jakarta,2024-10-10,750koko@example.com,89348119288,0,348,True,15,51444000,3429600.0,186,20.73,15,2025-08-29
CUST0335,Jumari,35,Sumatera Selatan,2024-04-21,jumari_60@example.com,883418312,1,520,True,1,8448000,8448000.0,24,24.0,1,2025-01-29
CUST0336,Natalia,58,Kepulauan Riau,2024-09-18,wastutitaswir@example.net,896676718,1,370,False,14,90993000,6499500.0,357,21.64,14,2025-09-12
CUST0337,Tri,57,Jambi,2023-11-25,vnugroho@example.com,882781095,1,668,True,1,8942000,8942000.0,34,7.0,1,2025-03-27
CUST0338,Jamalia,27,Riau,2025-01-14,uwulandari@example.org,808836427,1,252,False,7,61416000,8773714.29,217,18.86,7,2025-02-18
CUST0339,Jaiman,40,Jambi,2024-03-31,jaiman_35@example.com,8270725240,1,541,True,1,10426000,10426000.0,26,19.0,1,2025-03-18
CUST0340,Karen,32,Kalimantan Tengah,2025-04-21,marbunnovi@example.net,88228248338,1,155,False,8,67148000,8393500.0,186,12.75,8,2025-08-16
CUST0341,Sabrina,55,Bengkulu,2024-07-22,wulandariulva@example.com,84628383807,1,428,False,5,22327000,4465400.0,92,29.0,5,2025-04-17
CUST0342,Maman,47,Kalimantan Utara,2025-06-02,buyainah@example.net,821419857,1,113,True,13,176111000,13547000.0,347,21.77,13,2025-08-30
CUST0343,Pardi,57,Jawa Tengah,2025-06-16,pardi986@example.com,8225052536,1,99,True,7,38739000,5534142.86,157,36.29,7,2025-09-24
CUST0344,Lasmanto,53,Bengkulu,2024-07-12,lasmanto_70@example.com,8015419797,0,438,True,3,8420000,2806666.67,44,3.33,3,2025-02-17
CUST0345,Adinata,42,DKI Jakarta,2025-01-23,daliminuyainah@example.com,8555432892,1,243,True,7,44169000,6309857.14,162,25.43,7,2025-06-30
CUST0346,Zahra,41,Aceh,2023-09-28,rafihutagalung@example.net,858491715809,1,726,False,3,26897000,8965666.67,79,19.33,3,2025-02-19
CUST0347,Janet,62,Maluku,2023-12-11,mardhiyahirnanto@example.com,8340744623,1,652,False,12,99242000,8270166.67,257,23.67,12,2025-03-20
CUST0348,Ellis,39,unknown,2025-04-21,nainggolanasirwanda@example.org,818027703691,0,155,False,7,36604000,5229142.86,122,8.0,7,2025-09-17
CUST0349,Ivan,44,Banten,2024-04-05,luhungmardhiyah@example.com,858623637,1,536,True,2,17536000,8768000.0,49,33.5,2,2025-03-26
CUST0350,Warji,59,Papua,2024-07-09,isitorus@example.com,8018883758,1,441,True,2,9906000,4953000.0,36,13.0,2,2025-01-14
CUST0351,Zamira,58,Sumatera Barat,2025-09-20,sihombingjamalia@example.com,86661921950,0,3,False,12,31251000,2604250.0,122,29.0,12,2025-09-24
CUST0352,Jaswadi,33,Kalimantan Tengah,2024-08-23,ibrahim30@example.com,89876235674,0,396,True,2,12480000,6240000.0,30,25.5,2,2025-03-07
CUST0353,Bella,42,Bengkulu,2025-07-10,xrahmawati@example.org,86663721052,1,75,False,13,123192000,9476307.69,379,30.08,13,2025-09-20
CUST0354,Raina,26,Jawa Timur,2024-10-10,raina_36@example.com,8441662802,0,348,False,4,12292000,3073000.0,71,18.5,4,2025-01-28
CUST0355,Dalimin,38,Jawa Timur,2025-04-15,150dalimin@example.com,85415237037,1,161,True,4,27239000,6809750.0,103,21.75,4,2025-09-16
CUST0356,Rizki,23,Nusa Tenggara Timur,2023-10-12,twastuti@example.org,88583014075,1,712,True,8,55915000,6989375.0,197,33.0,8,2025-03-21
CUST0357,Rahmi,21,Gorontalo,2024-12-20,capa64@example.com,844956765,1,277,False,13,112675000,8667307.69,326,17.08,13,2025-08-18
CUST0358,Catur,25,Kalimantan Timur,2024-08-06,qwibowo@example.net,82723594603,1,413,True,7,75604000,10800571.43,211,20.86,7,2025-05-13
CUST0359,Banawi,20,Sumatera Selatan,2025-08-12,banawi300@example.com,882805418150,1,42,True,10,73600000,7360000.0,285,22.7,10,2025-09-23
