customer_id,name,age,gender,state,signup_date,email,phone_number,subscribe
CUST0267,Silvia,38.0,Female,Jawa Timur,2023-09-30,silvia_18@example.com,8903422604,Yes
CUST0268,Hani,23.0,Female,Papua Barat,2025-02-27,tprakasa@example.net,81743287757,Yes
CUST0269,Sadina,44.0,Female,Jawa Timur,2024-10-12,margana53@example.net,8268669512,Yes
CUST0661,Puji,32.0,Female,DI Yogyakarta,2025-09-05,puji_62@example.com,82263520270,Yes
CUST0270,Leo,25.0,Male,Maluku Utara,2025-08-03,galih47@example.net,820281741512,Yes
CUST0271,Gawati,51.0,Female,Banten,2024-07-11,gawati_73@example.com,8541771848,Yes
CUST0272,Asirwanda,41.0,Male,Aceh,2025-08-14,gandi95@example.net,8227568258,Yes
CUST0273,Eva,61.0,Female,DI Yogyakarta,2025-06-08,455eva@example.com,8944474510,Yes
CUST0274,Ismail,29.0,Male,Papua Barat,2023-10-15,uwaisbudi@example.org,8949460278,No
CUST0275,Gilda,37.0,Female,Jawa Tengah,2025-01-07,nrajasa@example.com,8238397602,Yes
CUST0276,Rafi,28.0,Male,DI Yogyakarta,2024-08-02,rafi_21@example.com,84672970984,Yes
CUST0277,Cornelia,25.0,Female,Sulawesi Utara,2023-10-10,cornelia_87@example.com,819167285,No
CUST0278,Betania,47.0,Female,Lampung,2024-06-24,wkusumo@example.net,8143069505,Yes
CUST0279,Timbul,46.0,Male,Kepulauan Bangka Belitung,2024-04-29,timbul354@example.com,803956658952,No
CUST0280,Diah,22.0,Female,Nusa Tenggara Barat,2023-11-14,diah_65@example.com,8054289074,Yes
CUST0281,Latika,42.0,Female,Kepulauan Riau,2025-02-26,bakidin99@example.com,8873633240,No
CUST0282,Usyi,40.0,Female,Sulawesi Utara,2025-09-10,bpratama@example.com,886432118636,Yes
CUST0283,Rahmi,60.0,Female,Jambi,2025-05-23,yuliantirachel@example.org,86602528020,Yes
CUST0284,Hafshah,20.0,Female,Papua,2025-08-18,tasnim45@example.com,806882584073,No
CUST0285,Yahya,58.0,Male,Nusa Tenggara Barat,2024-12-15,jaswadi78@example.org,832317633905,Yes
CUST0286,Yuni,56.0,Female,Riau,2023-09-27,handayanirafi@example.net,872532302,Yes
CUST0287,Cemplunk,57.0,Male,Maluku Utara,2025-05-26,wulandariajeng@example.org,8276655433,No
CUST0288,Labuh,58.0,Male,Kalimantan Utara,2024-09-27,julia04@example.net,896147647021,No
CUST0289,Anita,21.0,Female,unknown,2024-06-30,ayusalahudin@example.net,839364471,No
CUST0290,Darijan,49.0,Male,Maluku,2024-09-10,darijan_53@example.com,8426706436,No
CUST0291,Diah,55.0,Female,Banten,2025-04-03,maryadicinthia@example.net,854348815388,Yes
CUST0292,Usyi,58.0,Female,Aceh,2025-07-16,usyi645@example.com,80359275009,Yes
CUST0293,Abyasa,50.0,Male,Aceh,2025-04-12,wibisonocaraka@example.com,8436160362,Yes
CUST0294,Padma,49.0,Female,Kalimantan Selatan,2025-06-22,ppuspasari@example.org,86895487942,Yes
CUST0295,Garan,58.0,Male,Gorontalo,2025-08-24,cindyfarida@example.net,844385758895,Yes
CUST0296,Pangeran,42.0,Male,Aceh,2024-06-11,aminashiruddin@example.net,83882910039,Yes
CUST0297,Cornelia,60.0,Female,Nusa Tenggara Timur,2023-12-07,cornelia794@example.com,89769605649,Yes
CUST0298,Samsul,19.0,Male,Maluku Utara,2024-11-30,801samsul@example.com,8709768172,No
CUST0299,Hartana,55.0,Male,Nusa Tenggara Barat,2025-03-04,utamigara@example.com,862127314,Yes
CUST0300,Kala,46.0,Male,Papua,2023-11-30,zmahendra@example.com,885486479,Yes
CUST0301,Dalima,41.0,Female,Papua,2025-05-13,jaswadi17@example.net,8674199780,Yes
CUST0302,Emin,21.0,Male,Papua,2023-11-14,estiono40@example.net,8792863212,Yes
CUST0303,Mulyono,47.0,Male,Sulawesi Tengah,2024-04-16,usamahjaya@example.org,80420695941,Yes
CUST0304,Ellis,22.0,Female,Bali,2024-06-29,ellis_94@example.com,869204824992,No
CUST0305,Rahayu,36.0,Female,Papua,2025-06-18,982rahayu@example.com,83919474704,Yes
CUST0306,Carub,57.0,Male,Sulawesi Utara,2023-12-17,daliminlatupono@example.org,87875516558,Yes
CUST0307,Taswir,38.0,Male,Sulawesi Selatan,2025-05-20,luis81@example.net,80196730898,Yes
CUST0308,Argono,36.0,Male,Bali,2025-04-30,argono_43@example.com,83237744701,Yes
CUST0309,Yunita,57.0,Female,Banten,2025-07-16,511yunita@example.com,8186526753,No
CUST0310,Ophelia,25.0,Female,Kalimantan Timur,2024-08-12,ophelia_45@example.com,80192242777,No
CUST0311,Melinda,18.0,Female,Papua Barat,2024-07-04,696melinda@example.com,803883987,Yes
CUST0312,Ami,39.0,Female,Lampung,2024-12-29,310ami@example.com,84197924773,No
CUST0313,Paiman,55.0,Male,Kepulauan Bangka Belitung,2024-01-03,paiman_5@example.com,884555318,No
CUST0314,Aisyah,30.0,Female,Jawa Tengah,2025-04-14,windasafitri@example.com,822987951505,Yes
CUST0315,Ihsan,50.0,Male,Sumatera Utara,2024-10-18,ihsan_30@example.com,888204300,Yes
CUST0316,Widya,56.0,Female,Jawa Barat,2024-02-13,sakurafirmansyah@example.net,824035485,No
CUST0317,Kartika,55.0,Female,Sumatera Selatan,2024-05-25,kartika_58@example.com,875733077,No
CUST0318,Tina,40.0,Female,unknown,2024-02-05,ykuswandari@example.org,84458373349,No
CUST0319,Maria,64.0,Female,Banten,2023-10-26,maria754@example.com,824253918851,Yes
CUST0320,Jail,32.0,Male,Sumatera Utara,2024-02-26,wasis15@example.net,88492890760,No
CUST0321,Cindy,65.0,Female,Sumatera Barat,2024-06-05,agustinanardi@example.net,890892127948,Yes
CUST0322,Arsipatra,28.0,Male,Sumatera Utara,2025-02-06,449arsipatra@example.com,822957621,No
CUST0323,Jayadi,52.0,Male,Kepulauan Riau,2025-04-06,616jayadi@example.com,82247322877,Yes
CUST0324,Tania,42.0,Female,Papua Barat,2024-11-19,kayunmansur@example.org,826931207,Yes
CUST0325,Warta,42.0,Male,Gorontalo,2025-06-02,dadihardiansyah@example.org,8868214335,Yes
CUST0326,Sakura,28.0,Female,Kepulauan Bangka Belitung,2024-06-19,pujihakim@example.net,871976418237,Yes
CUST0327,Unjani,38.0,Female,Sumatera Utara,2024-01-07,uchita20@example.com,875477401,Yes
CUST0328,Laras,56.0,Female,Maluku Utara,2024-11-13,zpertiwi@example.org,873791139,No
CUST0329,Lili,42.0,Female,Bengkulu,2023-11-29,edi88@example.com,829276468,No
CUST0330,Tomi,50.0,Male,Jambi,2024-09-11,tomi314@example.com,841803114525,Yes
CUST0331,Bagya,18.0,Male,Lampung,2023-10-22,bagya229@example.com,813015612910,Yes
CUST0332,Xanana,44.0,Male,Jawa Barat,2025-07-04,jaya54@example.net,883137677,Yes
CUST0333,Uchita,57.0,Female,Lampung,2023-11-23,dodo12@example.com,808549593,Yes
CUST0334,Koko,38.0,Male,DKI Jakarta,2024-10-10,750koko@example.com,89348119288,No
CUST0335,Jumari,35.0,Male,Sumatera Selatan,2024-04-21,jumari_60@example.com,883418312,Yes
CUST0336,Natalia,58.0,Female,Kepulauan Riau,2024-09-18,wastutitaswir@example.net,896676718,Yes
CUST0337,Tri,57.0,Male,Jambi,2023-11-25,vnugroho@example.com,882781095,Yes
CUST0338,Jamalia,27.0,Female,Riau,2025-01-14,uwulandari@example.org,808836427,Yes
CUST0339,Jaiman,40.0,Male,Jambi,2024-03-31,jaiman_35@example.com,8270725240,Yes
CUST0340,Karen,32.0,Female,Kalimantan Tengah,2025-04-21,marbunnovi@example.net,88228248338,Yes
CUST0341,Sabrina,55.0,Female,Bengkulu,2024-07-22,wulandariulva@example.com,84628383807,Yes
CUST0342,Maman,47.0,Male,Kalimantan Utara,2025-06-02,buyainah@example.net,821419857,Yes
CUST0343,Pardi,57.0,Male,Jawa Tengah,2025-06-16,pardi986@example.com,8225052536,Yes
CUST0344,Lasmanto,53.0,Male,Bengkulu,2024-07-12,lasmanto_70@example.com,8015419797,No
CUST0345,Adinata,42.0,Male,DKI Jakarta,2025-01-23,daliminuyainah@example.com,8555432892,Yes
CUST0346,Zahra,41.0,Female,Aceh,2023-09-28,rafihutagalung@example.net,858491715809,Yes
CUST0347,Janet,62.0,Female,Maluku,2023-12-11,mardhiyahirnanto@example.com,8340744623,Yes
CUST0348,Ellis,39.0,Female,unknown,2025-04-21,nainggolanasirwanda@example.org,818027703691,No
CUST0349,Ivan,44.0,Male,Banten,2024-04-05,luhungmardhiyah@example.com,858623637,Yes
CUST0350,Warji,59.0,Male,Papua,2024-07-09,isitorus@example.com,8018883758,Yes
CUST0351,Zamira,58.0,Female,Sumatera Barat,2025-09-20,sihombingjamalia@example.com,86661921950,No
CUST0352,Jaswadi,33.0,Male,Kalimantan Tengah,2024-08-23,ibrahim30@example.com,89876235674,No
CUST0353,Bella,42.0,Female,Bengkulu,2025-07-10,xrahmawati@example.org,86663721052,Yes
CUST0354,Raina,26.0,Female,Jawa Timur,2024-10-10,raina_36@example.com,8441662802,No
CUST0355,Dalimin,38.0,Male,Jawa Timur,2025-04-15,150dalimin@example.com,85415237037,Yes
CUST0356,Rizki,23.0,Male,Nusa Tenggara Timur,2023-10-12,twastuti@example.org,88583014075,Yes
CUST0357,Rahmi,21.0,Female,Gorontalo,2024-12-20,capa64@example.com,844956765,Yes
CUST0358,Catur,25.0,Male,Kalimantan Timur,2024-08-06,qwibowo@example.net,82723594603,Yes
CUST0359,Banawi,20.0,Male,Sumatera Selatan,2025-08-12,banawi300@example.com,882805418150,Yes
CUST0360,Manah,52.0,Male,unknown,2025-05-19,irfan84@example.net,85538675090,Yes
CUST0361,Dewi,47.0,Female,Jambi,2024-07-25,vsantoso@example.com,8778517554,No
CUST0362,Martana,46.0,Male,Jawa Timur,2025-05-12,848martana@example.com,807247320637,No
CUST0363,Jumadi,57.0,Male,Nusa Tenggara Barat,2024-10-23,gamandongoran@example.net,81012563679,No
CUST0364,Bagiya,42.0,Male,Jawa Barat,2025-04-08,540bagiya@example.com,8439662556,Yes
CUST0365,Prakosa,63.0,Male,Kepulauan Riau,2025-09-12,lailaprastuti@example.net,838916194,Yes
CUST0366,Sakura,47.0,Female,Jawa Timur,2023-10-01,sakura_94@example.com,867477592414,Yes
CUST0367,Pandu,18.0,Male,Banten,2025-05-27,pandu_87@example.com,8704706620,Yes
CUST0368,Karsa,36.0,Male,Nusa Tenggara Barat,2024-02-02,kuswoyoenteng@example.net,840115569,Yes
CUST0369,Qori,47.0,Female,Kalimantan Tengah,2023-12-29,plailasari@example.com,8272716410,Yes
CUST0370,Kiandra,55.0,Female,unknown,2025-02-07,572kiandra@example.com,8772086268,No
CUST0371,Kenes,32.0,Male,Kepulauan Riau,2025-01-26,kenes_38@example.com,842550471,No
CUST0372,Balamantri,50.0,Male,DKI Jakarta,2024-12-15,baktiono13@example.net,8247970031,No
CUST0373,Calista,40.0,Female,Sulawesi Tengah,2024-05-14,ega48@example.org,8910335843,Yes
CUST0374,Taswir,41.0,Male,Gorontalo,2024-10-10,safitrijaya@example.org,8101525763,Yes
CUST0375,Edi,37.0,Male,Sulawesi Tengah,2025-03-18,edi398@example.com,8182229699,Yes
CUST0376,Anastasia,62.0,Female,Nusa Tenggara Timur,2024-04-30,anastasia_98@example.com,807994537869,No
CUST0377,Muni,41.0,Male,Kalimantan Selatan,2025-03-31,sakura57@example.com,81080728416,Yes
CUST0378,Parman,29.0,Male,Jawa Timur,2024-05-28,wardayaramadan@example.net,894888190974,No
CUST0379,Jabal,27.0,Male,Sulawesi Utara,2024-03-24,476jabal@example.com,885644962967,Yes
CUST0380,Hesti,39.0,Female,Riau,2023-09-25,koko53@example.org,864944620,Yes
CUST0381,Titi,36.0,Female,Banten,2024-01-11,313titi@example.com,898468598,Yes
CUST0382,Maria,60.0,Female,Sulawesi Selatan,2025-01-15,maria_95@example.com,8188700177,No
CUST0383,Halima,26.0,Female,Riau,2025-03-26,halima551@example.com,8914751794,Yes
CUST0384,Kasiran,25.0,Male,Jawa Timur,2023-11-27,kasiran824@example.com,8489119371,Yes
CUST0385,Zamira,28.0,Female,Kalimantan Tengah,2025-09-01,zamira3@example.com,8329181730,No
CUST0386,Tri,59.0,Male,DKI Jakarta,2023-12-04,uwaisfebi@example.net,84721917847,Yes
CUST0387,Fitria,41.0,Female,Kalimantan Utara,2024-09-12,kenari30@example.org,827944885024,No
CUST0388,Eluh,65.0,Male,Kalimantan Utara,2024-11-03,eluh_24@example.com,899130581314,Yes
CUST0389,Dinda,18.0,Female,Aceh,2024-06-16,yancesimbolon@example.net,80087622043,Yes
CUST0390,Usyi,46.0,Female,Lampung,2025-01-20,hasta34@example.com,876192329989,No
CUST0391,Alika,50.0,Female,Sumatera Barat,2024-05-02,alika_83@example.com,824755916,Yes
CUST0392,Garang,42.0,Male,Sumatera Selatan,2025-05-31,jmaryati@example.com,878467427,Yes
CUST0393,Unjani,62.0,Female,Kepulauan Bangka Belitung,2024-08-24,xutami@example.org,896559483637,Yes
CUST0394,Suci,56.0,Female,Kalimantan Utara,2025-02-28,suci803@example.com,89121742745,No
CUST0395,Pandu,18.0,Male,DI Yogyakarta,2024-11-27,cecep55@example.org,82531773818,No
CUST0396,Cawisadi,53.0,Male,Kepulauan Riau,2024-12-13,cawisadi484@example.com,870654293735,No
CUST0397,Cici,43.0,Female,Bali,2024-02-24,astutilili@example.org,827887968,Yes
CUST0398,Ulva,48.0,Female,Sumatera Barat,2024-09-19,995ulva@example.com,808906905,Yes
CUST0399,Darmana,31.0,Male,Jawa Tengah,2025-05-23,darmana_74@example.com,898580786,Yes
CUST0400,Warta,24.0,Male,Kalimantan Selatan,2024-09-09,safitriparman@example.org,84003957231,Yes
CUST0401,Jamalia,32.0,Female,Kalimantan Utara,2025-03-25,gmelani@example.net,8159579167,No
CUST0402,Fitria,48.0,Female,Sumatera Utara,2023-12-10,fitria_64@example.com,8946083224,Yes
CUST0403,Tira,28.0,Female,DKI Jakarta,2024-06-30,842tira@example.com,80933026281,No
CUST0404,Gasti,20.0,Female,Kepulauan Riau,2024-02-24,usyisusanti@example.net,80017775596,Yes
CUST0405,Saka,44.0,Male,Nusa Tenggara Barat,2024-10-27,yuniarlalita@example.net,831573672,Yes
CUST0406,Jelita,50.0,Female,Maluku Utara,2024-10-27,ikarajata@example.com,87089135965,No
CUST0407,Fathonah,23.0,Female,Maluku Utara,2024-06-20,setya02@example.org,842859973888,Yes
CUST0408,Tania,33.0,Female,unknown,2023-12-19,tania_31@example.com,853252996437,No
CUST0409,Prasetyo,34.0,Male,Bali,2025-08-07,819prasetyo@example.com,831149234,Yes
CUST0410,Daryani,24.0,Male,Bengkulu,2024-08-10,purnawatilasmono@example.net,83249485826,Yes
CUST0411,Yosef,61.0,Male,DKI Jakarta,2025-03-16,coktaviani@example.net,8550812083,Yes
CUST0413,Dirja,50.0,Male,Jawa Timur,2024-08-12,974dirja@example.com,816007193859,Yes
CUST0414,Prabu,50.0,Male,Jawa Tengah,2025-05-18,prabu_45@example.com,82292574055,Yes
CUST0415,Chelsea,33.0,Female,Sumatera Barat,2024-01-13,rini70@example.net,87573679956,Yes
CUST0416,Jono,25.0,Male,Gorontalo,2025-09-12,jono_21@example.com,81568944512,Yes
CUST0417,Intan,36.0,Female,Kalimantan Barat,2025-02-09,intan420@example.com,832345147,Yes
CUST0418,Zizi,44.0,Female,Papua Barat,2024-09-01,zizi591@example.com,86753162907,Yes
CUST0419,Salimah,63.0,Female,Riau,2024-10-12,320salimah@example.com,871298647,Yes
CUST0420,Eko,35.0,Male,Kalimantan Utara,2023-12-11,gnarpati@example.org,866899360823,No
CUST0421,Maryanto,65.0,Male,Papua Barat,2025-02-12,988maryanto@example.com,840495399781,Yes
CUST0422,Vicky,60.0,Female,Jambi,2024-05-01,murti19@example.net,884002556812,Yes
CUST0423,Kani,20.0,Female,DI Yogyakarta,2025-04-17,kani139@example.com,875033185,Yes
CUST0424,Adhiarja,57.0,Male,Sulawesi Utara,2025-07-26,kamal15@example.org,8404842294,Yes
CUST0425,Eluh,42.0,Male,DI Yogyakarta,2023-12-25,jpalastri@example.com,8586798739,Yes
CUST0426,Hafshah,30.0,Female,Nusa Tenggara Timur,2024-02-03,jaisjailani@example.org,840677400,Yes
CUST0427,Ian,21.0,Male,Bali,2024-11-04,bancar95@example.net,8666828128,Yes
CUST0428,Himawan,42.0,Male,Maluku Utara,2024-03-15,cprakasa@example.com,81296339629,Yes
CUST0429,Hendri,42.0,Male,DI Yogyakarta,2024-08-15,margana84@example.net,8303439050,Yes
CUST0430,Queen,19.0,Female,Papua,2024-06-20,nmustofa@example.net,855282492043,No
CUST0431,Natalia,26.0,Female,Sulawesi Tenggara,2025-02-05,natalia653@example.com,82545729955,Yes
CUST0432,Zelda,49.0,Female,Sulawesi Barat,2025-07-21,zelda771@example.com,845558985,Yes
CUST0433,Jabal,52.0,Male,Gorontalo,2023-12-03,haryantodipa@example.org,806512185,Yes
CUST0434,Patricia,30.0,Female,Bali,2023-09-26,gadangputra@example.com,8947300872,Yes
CUST0738,Tugiman,25.0,Male,Banten,2025-02-08,tugiman_3@example.com,8928576444,Yes
CUST0435,Wakiman,48.0,Male,unknown,2025-08-27,wakiman_43@example.com,83570133405,Yes
CUST0436,Nabila,64.0,Female,Kalimantan Barat,2023-10-28,nabila_21@example.com,85261226114,Yes
CUST0437,Almira,32.0,Female,Kepulauan Riau,2025-06-22,narpatidaru@example.net,8146612707,Yes
CUST0438,Rendy,62.0,Male,Sulawesi Barat,2023-11-08,873rendy@example.com,805689874,Yes
CUST0439,Lidya,61.0,Female,Gorontalo,2023-11-29,dhidayanto@example.org,8150867620,Yes
CUST0440,Bakiman,19.0,Male,Bali,2024-05-24,maman39@example.org,882410899977,Yes
CUST0441,Ghani,41.0,Male,Papua,2025-05-21,212ghani@example.com,8015760516,No
CUST0442,Paramita,65.0,Female,Banten,2025-03-05,paramita_72@example.com,850547114,Yes
CUST0443,Suci,37.0,Female,Nusa Tenggara Barat,2023-12-27,onugroho@example.net,86363525835,No
CUST0444,Gangsa,44.0,Male,Sumatera Selatan,2023-12-18,darmanto25@example.com,80939361062,No
CUST0445,Mulyono,23.0,Male,DI Yogyakarta,2023-12-30,artantowibisono@example.org,86688214131,Yes
CUST0446,Gabriella,36.0,Female,Kalimantan Barat,2024-03-21,gabriella_57@example.com,8742520472,Yes
CUST0447,Nilam,58.0,Female,Banten,2024-11-29,habibiteguh@example.com,8275136523,Yes
CUST0448,Zelaya,49.0,Female,Sulawesi Tengah,2023-12-18,zelaya_55@example.com,84761872069,Yes
CUST0449,Edward,25.0,Male,Gorontalo,2024-12-01,rachelprasasta@example.com,872759627397,Yes
CUST0450,Taufik,29.0,Male,unknown,2025-05-18,hanayuniar@example.org,808810614,Yes
CUST0451,Johan,28.0,Male,Sulawesi Tenggara,2025-08-16,lantar69@example.net,818754179603,No
CUST0452,Kadir,43.0,Male,unknown,2024-12-31,kadir_23@example.com,877702556434,No
CUST0453,Restu,54.0,Female,Papua,2024-12-25,xpradana@example.com,863919779926,Yes
CUST0454,Praba,25.0,Male,Kepulauan Bangka Belitung,2025-03-18,usyi85@example.com,876176290,Yes
CUST0455,Siti,63.0,Female,Gorontalo,2025-05-07,siti_68@example.com,89015008917,No
CUST0456,Yuni,28.0,Female,Sulawesi Tenggara,2024-09-05,pardipurnawati@example.org,819385771,Yes
CUST0457,Nurul,21.0,Female,Kalimantan Utara,2025-02-25,nurul999@example.com,83808406626,Yes
CUST0458,Eka,52.0,Female,Sulawesi Tenggara,2024-01-15,eka784@example.com,853610018,Yes
CUST0459,Farah,41.0,Female,Banten,2025-05-04,hassanahestiono@example.org,83777898479,No
CUST0460,Caket,37.0,Male,Papua,2025-04-10,caket_49@example.com,8042559901,No
CUST0461,Wawan,46.0,Male,Banten,2024-09-21,mardhiyahwirda@example.com,8885034480,Yes
CUST0462,Anita,47.0,Female,unknown,2025-06-23,anita_19@example.com,818292192,No
CUST0463,Jelita,43.0,Female,Maluku,2025-03-10,dwihardiansyah@example.org,8260519603,Yes
CUST0464,Jaga,32.0,Male,Sulawesi Tenggara,2023-11-15,jaga_20@example.com,894333945,Yes
CUST0465,Ana,40.0,Female,Jawa Tengah,2024-11-09,hastamaryati@example.org,81935191800,No
CUST0466,Puji,40.0,Female,Kepulauan Riau,2024-01-05,pratiwidodo@example.net,87531723688,Yes
CUST0467,Calista,62.0,Female,Banten,2024-04-23,calista_63@example.com,859340774,Yes
CUST0468,Dipa,60.0,Male,Bali,2024-05-01,gabriella55@example.com,8016619551,Yes
CUST0469,Galih,41.0,Male,Sulawesi Barat,2024-07-24,hsantoso@example.com,8170289161,Yes
CUST0470,Gamani,62.0,Male,Jambi,2024-12-14,kairav71@example.org,899529360455,No
CUST0471,Indra,26.0,Male,Aceh,2024-01-20,indra470@example.com,8995785381,Yes
CUST0472,Widya,63.0,Female,Papua,2024-12-12,ajanuar@example.net,8013014584,Yes
CUST0473,Tasnim,42.0,Male,Banten,2024-06-23,tasnim_1@example.com,8906479961,Yes
CUST0474,Ida,51.0,Female,Jawa Timur,2025-08-19,jnatsir@example.org,89394921829,Yes
CUST0475,Jane,52.0,Female,Nusa Tenggara Barat,2024-10-05,jane_87@example.com,821680221,Yes
CUST0476,Gandi,40.0,Male,Bali,2025-06-15,salwa32@example.com,8831632714,Yes
CUST0477,Ana,24.0,Female,Kalimantan Tengah,2025-08-27,yzulaika@example.org,886572469,Yes
CUST0478,Harjo,20.0,Male,Sulawesi Tenggara,2025-09-11,harjo994@example.com,848331249,Yes
CUST0479,Vera,50.0,Female,Kalimantan Tengah,2024-11-20,vera594@example.com,862016410634,Yes
CUST0480,Kasiyah,63.0,Female,Kalimantan Tengah,2024-11-24,xhardiansyah@example.net,8499160675,No
CUST0481,Among,58.0,Male,Banten,2023-10-18,udaharyanti@example.com,8708656749,Yes
CUST0482,Nadine,18.0,Female,Jawa Timur,2024-06-10,mustofa70@example.com,8534366486,No
CUST0483,Eluh,63.0,Male,Maluku Utara,2025-06-01,471eluh@example.com,898106586830,Yes
CUST0484,Lalita,46.0,Female,Sulawesi Tenggara,2025-03-20,damanikajiman@example.com,848294560564,No
CUST0485,Nyoman,60.0,Male,Papua,2025-04-01,nyoman624@example.com,8121445073,No
CUST0486,Lukita,44.0,Male,Riau,2025-05-22,raihansitorus@example.net,8928343770,Yes
CUST0487,Dadi,23.0,Male,Maluku Utara,2024-06-04,220dadi@example.com,829658156,No
CUST0488,Ella,35.0,Female,Banten,2023-11-12,915ella@example.com,8552300799,Yes
CUST0489,Janet,19.0,Female,Nusa Tenggara Timur,2025-05-03,janet_97@example.com,8896988511,Yes
CUST0490,Shakila,63.0,Female,Sumatera Utara,2024-09-16,shutapea@example.net,8809258230,Yes
CUST0491,Okto,42.0,Male,Sulawesi Selatan,2024-05-21,miswahyudi@example.org,822430125835,Yes
CUST0492,Karman,54.0,Male,Papua,2023-12-09,rhalim@example.org,820039965575,No
CUST0493,Cemplunk,28.0,Male,Papua,2024-03-30,labuhmelani@example.net,890846104,Yes
CUST0494,Cawuk,25.0,Male,DI Yogyakarta,2024-06-14,107cawuk@example.com,893158019,Yes
CUST0495,Restu,62.0,Female,Nusa Tenggara Barat,2023-12-03,putama@example.net,86073006237,No
CUST0496,Gambira,51.0,Male,Kalimantan Timur,2024-04-13,malikusamah@example.org,85183880978,Yes
CUST0497,Olga,20.0,Male,Nusa Tenggara Barat,2025-09-03,nrimapalastri@example.com,8139665356,Yes
CUST0498,Prayogo,41.0,Male,Nusa Tenggara Barat,2025-09-04,cakrabirawautama@example.net,87553646101,Yes
CUST0499,Febi,64.0,Female,Sumatera Utara,2025-09-10,312febi@example.com,824585846,Yes
CUST0500,Nurul,63.0,Female,Sulawesi Tenggara,2024-06-26,khidayanto@example.org,840216274223,No
CUST0501,Rizki,33.0,Male,Kalimantan Tengah,2024-11-23,cinthiaadriansyah@example.org,816417363,Yes
CUST0502,Yance,33.0,Female,Sulawesi Barat,2023-11-10,gentamanullang@example.com,83387179800,Yes
CUST0503,Sari,44.0,Female,Jawa Tengah,2023-10-21,yusada@example.net,84520931012,Yes
CUST0504,Harja,55.0,Male,Nusa Tenggara Barat,2024-04-19,380harja@example.com,8173763431,Yes
CUST0505,Farhunnisa,43.0,Female,unknown,2024-11-30,melaniputu@example.org,83122555896,Yes
CUST0506,Maida,23.0,Female,Sulawesi Selatan,2023-11-05,maida_35@example.com,821489320060,Yes
CUST0507,Tiara,50.0,Female,Kalimantan Barat,2024-03-14,umiardianto@example.com,802694522559,Yes
CUST0508,Cindy,31.0,Female,Aceh,2024-08-26,cindy_92@example.com,8157123413,Yes
CUST0509,Zahra,59.0,Female,Sulawesi Tenggara,2024-12-13,hutasoitgasti@example.com,8281249016,Yes
CUST0510,Kasusra,22.0,Male,Maluku,2024-09-26,kasusra_32@example.com,8875416832,No
CUST0511,Daryani,30.0,Male,Jawa Timur,2024-05-14,nbudiman@example.com,882293065457,No
CUST0512,Suci,31.0,Female,Maluku Utara,2025-05-07,646suci@example.com,8180447176,Yes
CUST0513,Edward,45.0,Male,Riau,2024-12-19,edward_74@example.com,895085151,Yes
CUST0515,Zaenab,30.0,Female,DKI Jakarta,2025-06-25,veraagustina@example.com,810515180833,No
CUST0516,Tantri,24.0,Female,Sumatera Selatan,2024-03-14,narpatinarji@example.com,80440073102,Yes
CUST0517,Atma,58.0,Male,Maluku Utara,2024-11-16,atma_32@example.com,84202092217,Yes
CUST0518,Puspa,44.0,Female,Lampung,2023-11-15,puspa_77@example.com,8732972729,No
CUST0519,Hasna,47.0,Female,DI Yogyakarta,2024-04-04,vramadan@example.com,804637235565,No
CUST0520,Mursinin,38.0,Male,Jawa Barat,2024-04-07,941mursinin@example.com,861790239909,Yes
CUST0521,Gadang,26.0,Male,Maluku Utara,2023-10-04,pprayoga@example.net,82337500837,No
CUST0523,Satya,42.0,Male,Kepulauan Riau,2025-09-03,185satya@example.com,864794405,Yes
CUST0524,Fitriani,20.0,Female,Riau,2024-01-31,55fitriani@example.com,87690778521,Yes
CUST0525,Lukman,54.0,Male,Maluku,2025-03-26,lukman961@example.com,858150160538,Yes
CUST0526,Sabrina,33.0,Female,Sulawesi Tenggara,2024-02-26,sabrina_76@example.com,865156246,Yes
CUST0527,Talia,33.0,Female,Kalimantan Timur,2024-01-28,talia701@example.com,810869442987,No
CUST0528,Eluh,39.0,Male,Sumatera Barat,2024-05-16,karta98@example.net,863506234,Yes
CUST0529,Unggul,45.0,Male,Sulawesi Utara,2025-07-07,508unggul@example.com,843088550187,Yes
CUST0530,Bahuwirya,57.0,Male,Kalimantan Selatan,2025-01-02,opertiwi@example.com,899274423,Yes
CUST0531,Vanesa,18.0,Female,Sulawesi Selatan,2025-05-27,295vanesa@example.com,8205618831,No
CUST0532,Nasrullah,38.0,Male,Kalimantan Timur,2024-02-29,intanyulianti@example.org,8637059451,Yes
CUST0533,Gilang,58.0,Male,Sulawesi Utara,2025-01-26,998gilang@example.com,80416865056,No
CUST0534,Arsipatra,52.0,Male,Nusa Tenggara Barat,2023-09-28,danuwacana@example.net,89158103851,Yes
CUST0535,Padmi,42.0,Female,Kepulauan Bangka Belitung,2024-05-16,551padmi@example.com,835329272,Yes
CUST0536,Jamal,57.0,Male,Aceh,2023-11-25,lutfanmaryati@example.net,831353680,Yes
CUST0537,Wardaya,58.0,Male,Kalimantan Timur,2024-02-15,wardaya_49@example.com,828349372342,No
CUST0538,Humaira,60.0,Female,Sumatera Utara,2024-10-24,empluk17@example.org,889213175,Yes
CUST0539,Gamanto,64.0,Male,Nusa Tenggara Timur,2024-07-24,mkusmawati@example.com,8013881015,Yes
